Word,Synonyms
followed,"follow, postdate, fall out, travel along, comply, abide by, come after, conform to, adopt, espouse, take after, trace, watch, observe, watch over, keep an eye on, succeed, play along, accompany, keep up, keep abreast, come, be, surveil, survey, pursue, stick to, stick with"
squirrels,squirrel
ham,"ham, jambon, gammon, Ham, ham actor, overact, ham it up, overplay"
usher,"Ussher, James Ussher, Usher, James Usher, usher, doorkeeper, guide, show"
tickets,"ticket, tag, slate, just the ticket, fine"
wants,"privation, want, deprivation, neediness, lack, deficiency, need, wish, wishing, desire, require"
chattered,"chatter, click, chew the fat, shoot the breeze, chat, confabulate, confab, chitchat, chit-chat, chaffer, natter, gossip, jaw, claver, visit, piffle, palaver, prate, tittle-tattle, twaddle, clack, maunder, prattle, blab, gibber, tattle, blabber, gabble"
dressed,"dress, get dressed, clothe, enclothe, garb, raiment, tog, garment, habilitate, fit out, apparel, dress up, preen, primp, plume, dress out, line up, trim, garnish, decorate, snip, clip, crop, lop, prune, cut back, groom, curry, arrange, set, do, coif, coiffe, coiffure, appareled, attired, dressed, garbed, garmented, habilimented, robed, polished, dressed-up, dressed to the nines, dressed to kill, dolled up, spruced up, spiffed up, togged up"
feather,"feather, plume, plumage, feathering, square, fledge"
headdresses,"headdress, headgear"
tongue,"tongue, lingua, glossa, clapper, natural language, knife, spit"
melt,"thaw, melt, thawing, melting, run, melt down, dissolve, unfreeze, unthaw, dethaw, mellow, mellow out, meld, fade, disappear, evaporate"
snowflake,"snowflake, flake, snow bunting, snowbird, Plectrophenax nivalis"
stairs,"stairs, steps, step, stair"
watermelons,"watermelon, watermelon vine, Citrullus vulgaris"
colorful,"colorful, colourful, colored, coloured"
sunlight,"sunlight, sunshine, sun"
blinking,"blink, eye blink, blinking, wink, winking, nictitation, nictation, nictitate, nictate, blink away, flash, twinkle, winkle, bally, bloody, blooming, crashing, flaming, fucking"
bull,"bull, bruiser, strapper, Samson, bullshit, Irish bull, horseshit, shit, crap, dogshit, cop, copper, fuzz, pig, Taurus, Bull, Taurus the Bull, bull's eye, papal bull, bull through, talk through one's hat, fake"
bucking,"buck, go against, tear, shoot, shoot down, charge, jerk, hitch"
ringling,"Ringling, Charles Ringling"
printed,"print, publish, impress"
letters,"letters, letter, missive, letter of the alphabet, alphabetic character, varsity letter"
neat,"neat, orderly, refined, tasteful, clean, bang-up, bully, corking, cracking, dandy, great, groovy, keen, nifty, not bad, peachy, slap-up, swell, smashing, straight, full-strength"
mini,"miniskirt, mini"
rodeo,rodeo
basket,"basket, handbasket, basketful, basketball hoop, hoop, field goal"
burst,"explosion, burst, fusillade, salvo, volley, fit, outburst, flare-up, split, break open, break, erupt, explode, abound, bristle, collapse, bust"
riding,"riding, horseback riding, equitation, ride, sit, tease, razz, rag, cod, tantalize, tantalise, bait, taunt, twit, rally, drive, depend on, devolve on, depend upon, turn on, hinge on, hinge upon, mount, rid, free, disembarrass"
calf,"calf, sura, calfskin"
roping,"roping, lasso, rope, leash"
cowboy,"cowboy, cowpuncher, puncher, cowman, cattleman, cowpoke, cowhand, cowherd, rodeo rider"
wondered,"wonder, inquire, enquire, question, marvel"
pouting,"sulk, pout, brood, mop, mow"
birthdays,"birthday, natal day"
celebrate,"observe, celebrate, keep, fete, lionize, lionise"
theater,"theater, theatre, house, dramaturgy, dramatic art, dramatics, field, field of operations, theater of operations, theatre of operations"
turning,"turn, turning, change state, become, change by reversal, reverse, move around, grow, release, turn over, plow, plough, twist, sprain, wrench, wrick, rick, flex, bend, deform, call on, sour, ferment, work"
dozen,"twelve, 12, XII, dozen, xii"
jacket,"jacket, crown, crownwork, jacket crown, cap"
excitement,"exhilaration, excitement, excitation, inflammation, fervor, fervour, agitation, turmoil, upheaval, hullabaloo"
crowded,"herd, crowd, crowd together, push, crowded"
outfits,"outfit, getup, rig, turnout, kit, equip, fit, fit out"
sequined,"beady, gemmed, jeweled, jewelled, sequined, spangled, spangly"
women,"woman, adult female, charwoman, char, cleaning woman, cleaning lady, womanhood, fair sex"
artists,"artist, creative person"
trapeze,trapeze
directions,"direction, way, guidance, counsel, counseling, counselling, management, instruction, steering, commission, charge, focus, focusing, focussing, focal point, centering"
rings,"rings, ring, halo, annulus, doughnut, anchor ring, hoop, closed chain, gang, pack, mob, ringing, tintinnabulation, band, peal, resound, echo, reverberate, knell, call, telephone, call up, phone, surround, environ, skirt, border"
separate,"offprint, reprint, separate, divide, disunite, part, distinguish, differentiate, secern, secernate, severalize, severalise, tell, tell apart, split, split up, dissever, carve up, classify, class, sort, assort, sort out, break, break up, fall apart, come apart, discriminate, single out, branch, ramify, fork, furcate, freestanding, disjoined"
benches,"bench, terrace, judiciary, workbench, work bench, Bench"
enjoyed,"enjoy, bask, relish, savor, savour, love, delight, revel"
division,"division, part, section, variance, class, air division, naval division, partition, partitioning, segmentation, sectionalization, sectionalisation"
mailed,"mail, get off, post, send, mail-clad, mailed"
sweetie,"sweetheart, sweetie, steady, truelove"
telegram,"telegram, wire"
roar,"boom, roar, roaring, thunder, bellow, bellowing, holla, holler, hollering, hollo, holloa, yowl, howl, ululate, wail, yawl, yaup"
covering,"covering, natural covering, cover, screening, masking, application, coating, spread over, continue, extend, treat, handle, plow, deal, address, embrace, encompass, comprehend, traverse, track, cross, pass over, get over, get across, cut through, cut across, report, cover up, insure, underwrite, compensate, overcompensate, shroud, enshroud, hide, breed, overlay, brood, hatch, incubate, wrap up"
shot,"shooting, shot, pellet, stroke, crack, shooter, scene, injection, nip, shaft, slam, dig, barb, jibe, gibe, guess, guesswork, guessing, dead reckoning, snapshot, snap, stab, blastoff, shoot, hit, pip, blast, film, take, dart, dash, scoot, scud, flash, tear, shoot down, charge, buck, photograph, inject, fritter, frivol away, dissipate, fritter away, fool, fool away, spud, germinate, pullulate, bourgeon, burgeon forth, sprout, changeable, chatoyant, iridescent"
braids,"braid, plait, tress, twist, gold braid, braiding, lace, pleach"
received,"receive, have, get, find, obtain, incur, pick up, experience, take in, invite, welcome, meet, encounter, standard, received"
cloth,"fabric, cloth, material, textile"
patterned,"model, pattern, patterned"
hiding,"concealment, concealing, hiding, hide, conceal, hide out, shroud, enshroud, cover, obscure, blot out, obliterate, veil"
rules,"rule, regulation, convention, normal, pattern, formula, prescript, linguistic rule, principle, dominion, ruler, govern, decree, predominate, dominate, reign, prevail, find, harness, rein"
conversations,conversation
interesting,"interest, concern, occupy, worry, matter to, interesting"
grownups,"adult, grownup"
poems,"poem, verse form"
storm,"storm, violent storm, tempest, ramp, rage, force, surprise"
cursed,"curse, cuss, blaspheme, swear, imprecate, beshrew, damn, bedamn, anathemize, anathemise, maledict, excommunicate, unchurch, cursed, curst, damned, doomed, unredeemed, unsaved"
sorting,"sort, sorting, classification, categorization, categorisation, screen, screen out, sieve, classify, class, assort, sort out, separate"
beads,"beads, string of beads, bead, drop, pearl, beading, beadwork, astragal"
vest,"vest, waistcoat, singlet, undershirt, invest, enthrone, robe"
fringed,"fringe, fringed, laciniate"
saddles,"saddle, saddleback, bicycle seat, charge, burden"
patching,"patching, patch, piece, patch up"
leather,leather
bits,"spot, bit, chip, flake, fleck, scrap, moment, mo, minute, second, piece, morsel, bite, snatch, act, routine, number, turn"
belt,"belt, knock, bash, bang, smash, swath, belt ammunition, belted ammunition, rap, whack, whang, belt out"
mauled,"maul, mangle"
stomped,"stomp, stamp, stump"
weight,"weight, free weight, exercising weight, weightiness, system of weights, weight unit, weighting, burden, burthen, weight down, slant, angle"
shifted,"switch, change over, shift, dislodge, reposition, transfer, stir, budge, agitate, careen, wobble, tilt, lurch, pitch, change"
rehearsal,"rehearsal, dry run"
swaggered,"tittup, swagger, ruffle, prance, strut, sashay, cock, browbeat, bully, bluster, swash"
begged,"beg, implore, pray, solicit, tap"
thick,"midst, thick, slurred, compact, heavyset, stocky, thickset, dense, deep, chummy, buddy-buddy, blockheaded, boneheaded, duncical, duncish, fatheaded, loggerheaded, thickheaded, thick-skulled, wooden-headed, thickly"
straight,"heterosexual, heterosexual person, straight person, straight, straightaway, consecutive, unbent, unbowed, square, uncoiled, true, straightforward, neat, full-strength, directly, direct, flat"
multicolored,"motley, calico, multicolor, multi-color, multicolour, multi-colour, multicolored, multi-colored, multicoloured, multi-coloured, painted, particolored, particoloured, piebald, pied, varicolored, varicoloured"
fabric,"fabric, cloth, material, textile, framework"
shiny,"glistening, glossy, lustrous, sheeny, shiny, shining, glazed, bright, burnished"
adding,"add, append, supply, lend, impart, bestow, contribute, bring, add together, total, tot, tot up, sum, sum up, summate, tote up, tally, add up"
plaited,"braid, lace, plait"
combed,"comb, ransack, comb out, disentangle, combed"
drilled,"bore, drill, exercise, practice, practise, drilled"
loved,"love, enjoy, sleep together, roll in the hay, make out, make love, sleep with, get laid, have sex, know, do it, be intimate, have intercourse, have it away, have it off, screw, fuck, jazz, eff, hump, lie with, bed, have a go at it, bang, get it on, bonk, loved"
boots,"boot, bang, charge, rush, flush, thrill, kick, the boot, iron boot, iron heel, kicking, reboot, bring up"
pin,"pin, fall, peg, personal identification number, PIN, PIN number, stick, pivot, pin tumbler, flag, thole, tholepin, rowlock, oarlock, bowling pin, trap, immobilize, immobilise"
tie,"necktie, tie, affiliation, association, tie-up, tie beam, link, linkup, tie-in, draw, standoff, railroad tie, crosstie, sleeper, bind, connect, link up, attach, bond, marry, wed, splice"
loaned,"lend, loan"
cutting,"film editing, cutting, slip, cut, clipping, newspaper clipping, press clipping, press cutting, carving, thinning, cutting off, reduce, cut down, cut back, trim, trim down, trim back, bring down, swerve, sheer, curve, trend, veer, slue, slew, tailor, write out, issue, make out, edit, edit out, skip, hack, burn, switch off, turn off, turn out, ignore, disregard, snub, prune, rationalize, rationalise, cut off, abridge, foreshorten, abbreviate, shorten, contract, dilute, thin, thin out, geld, edged, stinging, bleak, raw, keen, knifelike, piercing, stabbing, lancinate, lancinating"
yard,"yard, pace, grounds, curtilage, thousand, one thousand, 1000, M, K, chiliad, G, grand, thou, cubic yard, railway yard, railyard"
collapsed,"collapse, fall in, cave in, give, give way, break, founder, break down, crumble, crumple, tumble, burst, crack up, crack, crock up, break up"
unmoving,"nonmoving, unmoving"
plank,"board, plank, plank over, flump, plonk, plop, plunk, plump down, plunk down, plump"
pink,"pink, garden pink, pinko, tap, rap, knock, ping, pinkish"
final,"final, final examination, final exam, concluding, last, terminal, net"
perform,"perform, execute, do"
feats,"feat, effort, exploit"
marksmanship,marksmanship
inches,"inch, in, column inch, edge"
shorter,"short, little, inadequate, poor, unretentive, forgetful, light, scant, shortsighted, unforesightful, myopic, brusque, brusk, curt"
removed,"remove, take, take away, withdraw, get rid of, take out, move out, transfer, absent, murder, slay, hit, dispatch, bump off, off, polish off, removed, distant, remote"
tulle,tulle
forehead,"brow, forehead, frontal bone, os frontale"
closer,"closer, finisher, close, near, nigh, faithful, tight, confining, airless, stuffy, unaired, snug, close-fitting, cheeseparing, penny-pinching, skinny, closelipped, closemouthed, secretive, tightlipped, nearer, nigher"
